ytid,start_time,class,set
2hhaxOZmJsY,843,airplane,test
2HHe2QhDgRo,110,playing bugle,train
2HHe2QhDgRo,384,playing bugle,train
3rzLAawdzhg,1,magpie calling,test
2HIEvq9zTDU,8,playing table tennis,test
3rzLAawdzhg,12,magpie calling,train
2HjgVBL1Eno,30,male singing,test
3RT39tfrYiA,64,rapping,test
3rVRBBvhEH4,279,slot machine,train
3s8SZtq05yY,93,playing darts,train
2HLagM2fH0A,105,people eating crisps,test
3s8SZtq05yY,215,playing darts,test
2hMlksir4RM,30,playing double bass,train
3-rVy5PTHPQ,35,train horning,train
3rZSvpD5t2Y,143,playing timpani,train
2HN4q0At_tk,29,"motorboat, speedboat acceleration",test
3-rVy5PTHPQ,230,train horning,train
3sg0SrdGsq4,20,"playing marimba, xylophone",train
3sm1AK6l9u8,30,male singing,test
2HNmKXP0W7U,220,skateboarding,train
3sAd95yLHnQ,763,playing tuning fork,train
3ScOcJB38zI,622,parrot talking,train
3se55vnrD0A,10,"vehicle horn, car horn, honking",train
2hpdMyrCu6A,11,car passing by,train
3SMXzByQ8uc,76,"subway, metro, underground",train
2hqExxh3yFI,30,playing electric guitar,test
2hQmSuIt894,30,playing electric guitar,train
3sOFf2rtGl0,12,"subway, metro, underground",train
2Hri_FHerBc,160,playing french horn,train
3sOGFWOz5Sk,470,helicopter,test
2HSAdjOlyYY,37,sliding door,train
3SH8VjlH5Wc,50,ambulance siren,test
2hsSLQLQeTg,30,playing acoustic guitar,train
2HSZs2qUwCo,55,goose honking,train
2HSZs2qUwCo,236,goose honking,train
3seavihOXmk,68,coyote howling,test
2hV9-B1lD3c,250,skiing,test
2HVSGSocQxw,30,playing electric guitar,train
3shqIkkhGIQ,30,playing electric guitar,train
2HwBdVpuwdE,360,playing cello,train
2HWeu6EwLYY,40,playing table tennis,train
3SEYaE2WLIU,81,baby laughter,test
3shTfMWBhPA,0,lawn mowing,train
2HxFyIfczx4,150,arc welding,train
2HyhiqzyZpM,20,playing electric guitar,train
2hyjdz18dpE,62,hail,train
2hyjdz18dpE,97,hail,train
2HYVk5iH3NU,30,"male speech, man speaking",train
2I0AexpAmYY,30,playing electric guitar,test
3SIWRT6_SkQ,15,playing bugle,train
2i1s9E1k0AE,30,female singing,train
2I2FRxsPvdU,42,footsteps on snow,train
2I2FRxsPvdU,105,footsteps on snow,test
2i03yVUTE08,185,playing hammond organ,train
2i3MBgoHcjs,30,child singing,train
2I3QMzXHvrM,10,squishing water,train
2I3QMzXHvrM,218,squishing water,test
3sIz7wZm2cs,30,playing bass guitar,train
2i9fQGVF2bs,40,basketball bounce,train
2I9JjCQkOUg,30,female singing,test
2I53a23AXwE,10,car engine knocking,train
2I623WWf_i0,590,playing trombone,train
2iAhlZ0WrfM,100,basketball bounce,train
3sC1_hSF2bw,42,playing trumpet,train
2IdlvIu8kW8,8,basketball bounce,train
2IDPHQf8ME8,233,people booing,train
2IE5GTgvGRc,75,coyote howling,train
2IE5GTgvGRc,210,coyote howling,train
3sC1_hSF2bw,110,playing trumpet,train
3SJAUgx6pOU,44,playing table tennis,train
2ifPYyH6SQk,13,people burping,train
2IFWoddG6-Y,12,"vehicle horn, car horn, honking",train
2igz_VPCF_g,4,police car (siren),train
2IhtqZFJVIA,30,playing bagpipes,train
3ScOcJB38zI,611,parrot talking,train
3Skdi7OCclM,80,"child speech, kid speaking",test
2IJaODbc2js,30,"playing violin, fiddle",test
3ss1C6wJR5U,30,playing bass guitar,train
2ikc-RAks0w,886,airplane,train
2ikc-RAks0w,935,airplane,train
3ssjp87j_K0,414,driving snowmobile,train
2IKRC_RZQsE,30,female singing,train
2ikXOHbSFYU,19,"vehicle horn, car horn, honking",train
3sUwkyo7CGk,30,"motorboat, speedboat acceleration",train
2Ioydh6iMok,30,car passing by,test
2Ip0dglucjY,30,people whistling,train
3t3LjxGotnE,40,playing electric guitar,train
2IPic8YQB80,30,"railroad car, train wagon",test
2IpSQn_r5pw,30,child singing,train
2ipXXlA-tko,30,dog bow-wow,test
2IQ0TEpnUUo,44,missile launch,test
3t9AkXJZJ7E,30,playing double bass,train
2iQF2bx6ztI,102,tap dancing,train
2ir8FEMdtTs,22,"motorboat, speedboat acceleration",train
2IRwHTO4c1k,51,playing hockey,train
2IRwHTO4c1k,94,playing hockey,train
2isf0qAZBDQ,20,playing bass guitar,train
3sUENMc-Vc0,466,playing guiro,train
3SXYBqU52Qc,400,church bell ringing,train
3sZ8cKelDRs,30,"rowboat, canoe, kayak rowing",test
3t6bDDgedcU,0,"bird chirping, tweeting",train
3tA0PZQ7heg,14,"engine accelerating, revving, vroom",train
2IuBaICCI4U,30,playing acoustic guitar,train
2IUileqD6qI,10,playing oboe,train
3tA8yxUYPz8,60,playing bassoon,train
2Ixdit6oEiE,132,roller coaster running,test
2Ixdit6oEiE,186,roller coaster running,train
2IXMP4gEKgU,30,male singing,train
2iY1K2XCfiI,287,playing tabla,train
2iY1K2XCfiI,443,playing tabla,train
2iYWr8AVq88,37,playing synthesizer,train
2j_TIwudSm8,146,dinosaurs bellowing,train
2j_TIwudSm8,159,dinosaurs bellowing,test
3TB0dB1r59M,10,train horning,train
2J2rg_6d4xI,29,vacuum cleaner cleaning floors,train
2J2rg_6d4xI,58,vacuum cleaner cleaning floors,train
2J3omJqaPVA,80,sailing,train
3ssjp87j_K0,505,driving snowmobile,test
3SU6a9jrGgo,58,playing table tennis,test
3sUENMc-Vc0,406,playing guiro,train
3SuV8mvZbyU,11,"engine accelerating, revving, vroom",train
3sVWGc8Z7F4,30,police car (siren),test
3syWAEyw1wo,30,playing bass drum,train
2jAVRDkz42M,20,toilet flushing,test
2jCkNdoSQ8E,230,playing piano,train
2jCwy9nplic,3,zebra braying,train
2jdfIpMAM_U,30,playing electric guitar,train
2JDil65nfPc,60,playing snare drum,train
2JDpv6_vLEU,30,wind noise,train
2JDX413j2W4,509,playing bongo,train
2jFRICR24-Q,29,cat meowing,train
3t7wAd-jw1A,35,playing badminton,train
2jgt7wFyo1E,30,"engine accelerating, revving, vroom",train
2jh7w6l28DE,30,playing electric guitar,train
2Jhi1NIcqsw,35,playing cymbal,train
2Jhrq1QYPZk,67,mouse clicking,train
2ji-3IJK69M,30,playing piano,test
2jI4bxoS61Y,181,people burping,train
2JiGdm14iM8,82,playing vibraphone,train
2JiGdm14iM8,121,playing vibraphone,train
2JilwMOhWYY,90,playing banjo,train
2JIQ5CHGhn8,80,playing flute,test
2JISn7Z8gBo,34,playing didgeridoo,train
2JIuxw1Q3w8,108,playing badminton,test
3TfG_T2NaN4,18,missile launch,train
3tGWytO0GM8,30,"playing violin, fiddle",train
3tiuah4G-PQ,2,playing hockey,train
3tPwRICRvtk,73,playing harmonica,train
2JKsbUhNzmM,35,running electric fan,train
3tPwRICRvtk,85,playing harmonica,test
2JmRCavpJNA,30,playing electric guitar,test
2JMTC9S_PBI,30,wind rustling leaves,test
2JmYYEdVYP8,140,playing bongo,test
2JmYYEdVYP8,214,playing bongo,train
2jn-CXFqf_U,50,basketball bounce,train
2jnmgr2tI7o,30,horse clip-clop,test
3tK0jxj9cRc,30,crow cawing,train
2Jpfi3ZujfY,80,playing electric guitar,test
2JpOPw2pNIc,30,playing electric guitar,train
2JqAxsE_oyk,30,people sniggering,test
2jS07j4mL-0,220,child singing,test
2JsazOf3bWs,40,playing clarinet,train
2jtNy3Cp_pg,89,playing hammond organ,test
2jtNy3Cp_pg,100,playing hammond organ,train
2-J-Um-ScNc,30,"motorboat, speedboat acceleration",train
2jVCsliEGr0,647,coyote howling,train
2jVCsliEGr0,669,coyote howling,test
3Tmq2QIvKZk,18,francolin calling,train
3tsi7DKGrWQ,30,playing banjo,train
2jWbMvJtN-U,80,chimpanzee pant-hooting,test
2jWbMvJtN-U,111,chimpanzee pant-hooting,train
3tKC-bW-hSc,50,playing snare drum,test
3Tmq2QIvKZk,102,francolin calling,train
2JXHYf_26X0,4,playing bassoon,test
2-JxpPPt9d8,130,playing cello,train
2JXSTB77u0s,0,playing badminton,test
3tMt0AbZKMs,30,playing snare drum,test
3TSVjpov4Hk,66,scuba diving,train
2jzuDbipGa0,34,playing harp,train
3TkE9aM2xiQ,125,skiing,train
2K0ZW0gvc1I,125,playing erhu,test
2K0ZW0gvc1I,214,playing erhu,test
2K1atKHRJss,70,using sewing machines,train
3tiuah4G-PQ,214,playing hockey,test
3TksWh0mhEk,90,alarm clock ringing,train
3tNIV54KQeM,3,black capped chickadee calling,train
2k7nK1L3iXY,30,orchestra,train
3TeeQ9EK_1I,71,wind chime,train
3TfG_T2NaN4,1,missile launch,train
3tgleZplcMg,250,people clapping,train
3tKvKZdUCPw,3,"ice cream truck, ice cream van",train
3tNIV54KQeM,13,black capped chickadee calling,test
2ka4jTyw6Zo,30,"playing violin, fiddle",train
2kAUnX5bsV0,30,playing double bass,train
3tKvKZdUCPw,14,"ice cream truck, ice cream van",test
3tP9xqkG60k,30,sailing,train
2kd2QzyBPVE,30,car passing by,train
2KDS0WI-0G0,30,"playing violin, fiddle",train
3uATVSNB4gE,13,dog growling,test
2KEg3gkSwXk,4,car passing by,train
3-TY1efS5X0,24,playing trumpet,train
3u3Do2iz354,20,waterfall burbling,train
2kgLaA20mGs,30,female singing,train
2kH3MLQhFTo,14,ambulance siren,train
2KjGhy8n8C4,5,mosquito buzzing,test
3ucKHluSGCU,30,chicken clucking,train
2kkR1KrQ5qg,30,playing harpsichord,train
3U79-C-hKOU,4,fire truck siren,test
2KmBMLSxmw8,8,goose honking,train
2Km-cUnz8j0,30,horse clip-clop,train
3TtWlAKLKqQ,12,tap dancing,train
3tuKdfMwEII,21,playing acoustic guitar,test
3tUThedOHgs,310,wind noise,train
3TV24sw5xNM,320,playing trombone,test
3tX5S9Gyja0,192,cutting hair with electric trimmers,train
3-TY1efS5X0,34,playing trumpet,train
3u3iunnXAOs,231,playing hammond organ,test
2KPEBlc62BQ,9,"vehicle horn, car horn, honking",train
2KQAtN4XF8o,45,playing gong,train
3u3iunnXAOs,432,playing hammond organ,train
2krWNVnEKL4,30,playing vibraphone,train
2KsCUFD4T1I,150,slot machine,train
3TZB_lUA2Ns,65,turkey gobbling,test
3UcpvwuQy3M,99,playing volleyball,train
2kUebIbJEws,55,arc welding,test
2KUIZGjSwzs,19,"male speech, man speaking",train
2kuWAxymEjE,142,playing vibraphone,train
2kuWAxymEjE,218,playing vibraphone,train
3U3YFgqjsL0,30,fire crackling,train
3UA7iqVwh5Y,21,goose honking,train
2KWu3cEiCJ0,30,female singing,test
2KwWo4F4oZY,30,female singing,test
3UDiefxuz_E,320,people crowd,train
2kxSCudyHpk,173,playing badminton,train
3UA7iqVwh5Y,32,goose honking,train
2kya3L6Whlk,30,"rowboat, canoe, kayak rowing",train
2Kym3-Jvdj8,30,playing acoustic guitar,test
3udWqzZibWY,30,"female speech, woman speaking",train
2KyWwziwZWQ,30,"engine accelerating, revving, vroom",train
3uAh33fXg9A,30,"playing violin, fiddle",train
3uDxHymUoIE,63,basketball bounce,train
2l0bs7wzESk,33,playing bassoon,test
3UANpVQ9y3M,241,playing guiro,test
3UE_AQZ9RNU,30,police car (siren),test
2l2d1WcA8sI,209,car engine starting,train
2l2d1WcA8sI,328,car engine starting,train
3T-V6Garxsc,30,playing electric guitar,train
3tvfgvNaTbw,218,playing badminton,train
3tY_npQ7Ueo,30,printer printing,train
3TZB_lUA2Ns,147,turkey gobbling,train
3U4MeDWq8CE,12,car engine starting,test
3UANpVQ9y3M,411,playing guiro,train
2Lb6weWw8zI,250,playing accordion,train
3uATVSNB4gE,0,dog growling,train
2Lbydg4fSu4,12,playing bass drum,train
2Lbydg4fSu4,22,playing bass drum,train
2LCsaa2nr4k,40,horse clip-clop,train
3ut02qEj3Z8,260,playing clarinet,test
2LdBI9c3sH4,30,cat caterwauling,test
3uFZrJmTc8I,19,police radio chatter,train
3ULjCHBqd5U,270,barn swallow calling,train
3uPiNjjGYPw,108,"electric shaver, electric razor shaving",test
3uTdcO8YY3k,252,people humming,train
2LFqYNmYxtI,159,airplane,train
2LFqYNmYxtI,286,airplane,train
2lG6qE6mVcU,9,ambulance siren,train
2lG6RyTP8w8,20,"engine accelerating, revving, vroom",train
3ULjCHBqd5U,497,barn swallow calling,train
2LI3bXYZMlw,170,volcano explosion,train
3UuacG3vzDA,0,ambulance siren,test
2LLIsBeqy8I,90,playing harp,train
3UPXKVOz_PU,410,"race car, auto racing",train
3uuI8cAD77s,51,"playing steel guitar, slide guitar",train
2LM3QUd4WZk,30,playing acoustic guitar,train
3uuI8cAD77s,159,"playing steel guitar, slide guitar",test
2loTF8pwBUE,40,playing erhu,train
3UGIqS794JY,153,parrot talking,train
3uIMzwtiJX8,231,baby laughter,train
3ukB0zJoKg4,30,playing acoustic guitar,train
3umJA3JQuxY,30,"engine accelerating, revving, vroom",test
3uujF4dBTMI,3,horse clip-clop,train
2LRB1bdJdp4,2,woodpecker pecking tree,train
2LreHCgK6Pk,200,orchestra,train
3umPqOkFiww,0,"race car, auto racing",train
3UQj00coD2U,30,playing drum kit,test
3UukmVSiJAc,7,playing electronic organ,test
2lS12cKzHoY,19,skateboarding,test
2lS12cKzHoY,57,skateboarding,train
2LTe9T2zwEM,220,skidding,train
3UGIqS794JY,244,parrot talking,train
3Ui4mXdA7MA,30,sailing,train
3uIMzwtiJX8,337,baby laughter,train
3UkCEQgoFYo,63,black capped chickadee calling,train
2lvuKUrhWm8,30,playing cymbal,test
3UkCEQgoFYo,183,black capped chickadee calling,train
3uR0gs5-_vI,54,gibbon howling,train
2lz6dDPj-qU,490,lions growling,test
3UNrlWS46wI,70,train horning,train
3uR0gs5-_vI,90,gibbon howling,train
2lYO5Z5yVM0,30,playing electric guitar,train
2lZWO-gkYSw,218,rope skipping,test
2lYHMjI3JAM,10,chicken clucking,test
2lZWO-gkYSw,179,rope skipping,train
2M2AEvPw3YM,142,playing darts,train
2m1bZo3WKMo,256,playing hockey,train
3uRvYGzKnQ0,2,yodelling,train
2m1bZo3WKMo,180,playing hockey,train
3US58Noi7H0,30,playing acoustic guitar,train
2m5uT0xAnYM,30,playing electric guitar,train
2m6E71pt7bA,30,people clapping,train
3UWJsGeBTCA,20,ambulance siren,train
2M9-tXoXTcg,14,baby babbling,train
2M9-tXoXTcg,35,baby babbling,test
2M2AEvPw3YM,69,playing darts,test
2m51rVCFzuE,30,male singing,test
3UsYK848Jbg,149,playing french horn,test
2mBAi3PkE4U,30,chainsawing trees,train
3-UFns13dgI,220,"subway, metro, underground",test
3ugvpV0QA-4,30,"playing violin, fiddle",train
3UsYK848Jbg,176,playing french horn,test
2Md9heJimbM,1,golf driving,train
2Md9heJimbM,33,golf driving,train
2MDjnJzuUaU,15,skidding,test
3V19BOXDtfw,30,playing accordion,train
2mdZR4RAGMU,109,eagle screaming,train
3V52HfGb890,21,child singing,test
2M-f9XMYlPg,30,playing bagpipes,train
3v4klaYzSE0,90,playing harp,train
3V52HfGb890,56,child singing,train
2mfuHazBzsw,71,people sneezing,train
2mfuHazBzsw,97,people sneezing,train
2MGt89ZJCLY,450,playing piano,train
3v501HU-Dak,12,wind noise,train
2MjdmLH5HEs,30,sailing,test
2MJeFM627tM,12,francolin calling,train
2MJeFM627tM,130,francolin calling,train
2MjwPZhx8rI,0,playing cornet,train
2MjwPZhx8rI,42,playing cornet,train
3VgjALKfWKk,50,playing tambourine,train
2mkJxj3uFP8,30,baby crying,train
2mKqJZETUOI,30,cat caterwauling,train
3vglMGZHmlI,81,playing mandolin,train
2MLUeLQHcDk,286,mosquito buzzing,train
3v4rhnuyUfU,68,beat boxing,train
3vglMGZHmlI,101,playing mandolin,test
2MnX3sRentw,210,people shuffling,train
2MnX3sRentw,263,people shuffling,train
2mNxC7tnVHs,10,wind rustling leaves,train
2MNAC6cz6Dk,34,people marching,train
3VH_UFFp9Gg,30,chicken clucking,test
2MOf0CdgxKE,120,toilet flushing,train
3uzmQ3x7_dM,180,playing french horn,train
3Vha6wMQu6A,155,playing vibraphone,test
2mQpNavWdKE,140,helicopter,test
2Mr4P4YPWVs,21,car passing by,test
3Vha6wMQu6A,208,playing vibraphone,train
2MSEE4qvpYY,30,car engine knocking,test
3VhTUkuVwzM,106,playing badminton,train
2mt8OzXzsUY,20,skidding,train
3VbGYK73l48,420,"railroad car, train wagon",test
2M-UYMec02I,140,"bird chirping, tweeting",test
3ViQOM_LHv8,30,female singing,test
2Mu75NAuLzw,53,goose honking,train
2Mu75NAuLzw,63,goose honking,train
3UXR57FVotY,30,female singing,test
3uyXOLEmpSo,30,playing trumpet,train
3V7EHNKro-I,30,"playing violin, fiddle",train
2MWajC6aWgk,30,car passing by,train
3-v3KoiWes0,30,"male speech, man speaking",test
3v7q1xTR2LQ,3,baby crying,train
3VIyOLiNfNw,70,playing piano,test
2mZkKD9fBmc,30,"playing violin, fiddle",train
2MzX4ArMlBg,30,"railroad car, train wagon",test
2MzD4vOV9fY,30,playing acoustic guitar,train
3vJ6kN5H7FA,252,playing ukulele,test
2N_2SwRY924,110,playing cornet,train
2N_2SwRY924,85,playing cornet,train
2N0j4SNf1dI,130,people giggling,test
2N1RW18pH1o,480,"playing marimba, xylophone",train
2N0_0L1NMXw,65,beat boxing,test
3uxdtFSp3eY,12,playing squash,test
3UXqeS4bePw,20,police car (siren),test
3UzJI70pAEs,117,shot football,train
3v7q1xTR2LQ,18,baby crying,train
2n29L3LpG3g,130,orchestra,train
3vCRfWuJDNc,15,basketball bounce,test
3VMadsIhzuQ,181,"playing steel guitar, slide guitar",train
3VnZH_CM34w,39,playing djembe,train
3vPuVLFnSX4,0,driving motorcycle,train
2NBTaLMeewI,107,playing banjo,train
3VnmbVmy8mo,36,playing bugle,train
3Voe65z1l3c,24,lighting firecrackers,train
3Voo2QPhsJk,130,helicopter,train
3VPVL8pKydo,370,"female speech, woman speaking",train
2ne_qrHsFac,30,"playing violin, fiddle",train
2NcsHS16Ugk,30,sliding door,train
2nBla-pP7lA,60,plastic bottle crushing,test
3VPWQz0K5CA,210,playing bagpipes,test
3VTGE-4ynZg,254,church bell ringing,train
2NDS2MNq5dk,30,car passing by,train
3VTGE-4ynZg,386,church bell ringing,train
2nF2Nn2z1Eo,0,playing piano,train
2nF2Lql0_Aw,0,helicopter,train
2ngbRYHDfWY,25,chicken crowing,train
2ngxzAR5dzM,30,singing choir,test
2NhdCFI-vJM,30,playing bass guitar,train
2nHgn_H2mEw,21,playing badminton,train
2NHPNL3q2IA,30,"pigeon, dove cooing",test
2NIaPAfScHM,30,"motorboat, speedboat acceleration",train
3Voe65z1l3c,36,lighting firecrackers,train
3VR0aN-Hv1I,30,female singing,train
2Nj_KSGHCzo,30,"rowboat, canoe, kayak rowing",test
3VMD12UsfiQ,30,waterfall burbling,test
3VMkEUmuTzQ,90,playing clarinet,train
3VnmbVmy8mo,48,playing bugle,test
3VPguAsI-XY,100,"playing marimba, xylophone",train
2nLPkozoJoQ,60,people screaming,train
3vuhnGecNGE,225,playing snare drum,train
2-NmqrKQBUk,90,playing electronic organ,train
2-NmqrKQBUk,153,playing electronic organ,train
2NnGpOjmwGk,301,singing choir,train
3vuhnGecNGE,235,playing snare drum,test
2NNnvV3DI14,4,fire truck siren,train
2NOd2l2d5to,20,playing acoustic guitar,train
2NP3AcTSzTg,238,playing bass drum,train
2np9C3_mTy4,2,crow cawing,train
2np9C3_mTy4,13,crow cawing,train
2NPlszP-NUI,180,playing trumpet,train
2NpsQLQ3_gg,30,baby crying,train
2NPUPjlGE4M,30,male singing,train
2NqO5e6nkzg,31,playing steelpan,train
2NqO5e6nkzg,138,playing steelpan,train
2NQBkbzZSrE,8,playing tambourine,train
2NQBkbzZSrE,19,playing tambourine,test
2nqvjFQN7ZQ,19,"ice cream truck, ice cream van",train
2nqvjFQN7ZQ,59,"ice cream truck, ice cream van",train
2NSbrh8pBfs,160,playing drum kit,test
3vWNxg-HE-c,30,typing on computer keyboard,train
2nr4aXKyZJQ,30,"pigeon, dove cooing",train
2NSwEQdx8sM,30,chicken crowing,train
2NU-ij1hO2c,30,police car (siren),train
3VK-nOg0-RQ,46,pheasant crowing,train
3VMadsIhzuQ,149,"playing steel guitar, slide guitar",train
3vnG29i6EjA,70,car engine starting,train
3VnZH_CM34w,5,playing djembe,train
2NwYCfJZ9xQ,25,police car (siren),test
3WcMBbcuPDU,71,civil defense siren,train
2nyh86pbQck,30,"bird chirping, tweeting",test
2NYNh-cWQkI,30,"rowboat, canoe, kayak rowing",test
2nYOk_XoDm4,30,"playing violin, fiddle",train
2nyT4fAy8Uo,28,pheasant crowing,test
2nyT4fAy8Uo,43,pheasant crowing,train
2nZH6eZ66-k,32,playing erhu,test
3wD_ABnsxx8,125,playing clarinet,train
2O_3i3tPk94,0,opening or closing drawers,train
3wAXhHMuOq0,0,opening or closing car doors,train
3wD3V8W3t1k,0,people sneezing,test
2o2loo3QKP0,26,"male speech, man speaking",train
3wD3V8W3t1k,10,people sneezing,test
2o4HBcz0t6Q,40,thunder,train
3wAXhHMuOq0,12,opening or closing car doors,test
2O4DHfZ5fTw,29,typing on typewriter,test
2O7oDm1FaPU,251,playing flute,test
2o8qU45AuBg,150,chicken crowing,train
2O66KkaHpxk,2,playing french horn,test
2O66KkaHpxk,34,playing french horn,train
2o93RmaqiLw,70,"railroad car, train wagon",train
2OALhj8S5vc,30,playing bass guitar,test
2oAiw6Z4fFY,358,cupboard opening or closing,train
2obF7RvQD2c,30,playing acoustic guitar,train
3We3xzwdo6Y,74,playing volleyball,train
2OD2VW5qPDQ,30,playing cello,train
2oAiw6Z4fFY,347,cupboard opening or closing,test
2oDY9vPGryE,30,"male speech, man speaking",train
3wFAf6wVAVM,100,telephone bell ringing,train
2oE6A2_vlPg,30,"female speech, woman speaking",train
3WfnUNL5TaI,45,playing washboard,train
2odAQZHNDRU,50,"race car, auto racing",test
3Wf-wTOfGrw,30,male singing,train
2OfV-peZetM,13,people farting,train
2og2PMJ0bLM,204,"rowboat, canoe, kayak rowing",train
2OfWcHAyrnk,122,people whispering,train
2OfV-peZetM,79,people farting,train
2OJSWVyIfcA,3,playing timpani,test
2OKmF9QjTds,70,people whispering,train
2okq_j-al8k,30,cricket chirping,train
2oMXAcPD49E,140,lions growling,train
2ON34zUA7bk,4,playing bongo,train
2ON34zUA7bk,18,playing bongo,train
3w7rj-KHCqE,30,male singing,train
3WBN-Kkx7R8,24,cat hissing,test
3wHdQEo9BNk,59,people booing,test
2OPBKP7c9Kg,2440,playing harpsichord,train
2OqQENv2PzY,30,female singing,test
3w_TsOuufxI,65,tractor digging,train
2OSG9fCE46g,24,playing bassoon,test
3-wiDZdIhJU,10,"playing marimba, xylophone",train
2othDOeow6Y,30,orchestra,train
2ouOhP9DceM,513,arc welding,train
3WiNGreoMIM,30,"playing violin, fiddle",train
2OVc5wMmQeE,30,stream burbling,train
3vYoIU0jv60,30,"playing violin, fiddle",test
3VyV63CfR0M,17,playing vibraphone,train
3VyV63CfR0M,214,playing vibraphone,train
3vYVB_bOazw,117,playing badminton,test
3VYWPnbv7jA,12,gibbon howling,train
3VYWPnbv7jA,113,gibbon howling,train
3vz97hv6kMs,30,child singing,train
3w_TsOuufxI,134,tractor digging,train
3wciD3SLcqQ,446,playing snare drum,train
3wirS8eqVYI,62,playing tennis,train
2oXRXgdHuTQ,0,car passing by,train
3wciD3SLcqQ,576,playing snare drum,train
2oyNpHLoJTA,105,arc welding,train
2OzlksZBTiA,127,scuba diving,test
3wRWedMGIHU,30,ambulance siren,test
2P1Hlgky67c,17,dog bow-wow,train
3Wr-Xv7JPSk,70,playing harp,train
2P3zj5k4KBA,30,playing electric guitar,test
2P7WgH-3VQM,47,rope skipping,train
3WUTEMZv3EI,46,slot machine,train
2P8p1xX9GZQ,114,playing vibraphone,train
3wUUZvviZoM,30,playing cello,train
2P6P8zz9pds,30,playing hammond organ,train
2P8p1xX9GZQ,257,playing vibraphone,test
3wV80XZI2yI,30,pig oinking,train
2P9hmtffRAU,30,playing acoustic guitar,test
2P34p5B4LFE,1,playing squash,train
2P34p5B4LFE,55,playing squash,train
2P89bQ9cIek,0,skidding,test
3WVakre4zVo,348,church bell ringing,train
2PACN-RAThU,270,playing drum kit,train
2pbhMK6Nq6M,30,"rowboat, canoe, kayak rowing",train
3wkQRubO8Nk,30,female singing,train
3WVakre4zVo,440,church bell ringing,test
2pdrLhw1iDs,20,playing harp,test
2pdSx8xJ1ik,34,singing bowl,train
3wsgjyRcjL4,30,playing cello,test
3WwceV7p_LE,147,cheetah chirrup,train
